NDVI,LST,THERMAL_ANOMALIES,CLASS
0.408542,14362.83333,4.137615,no_fire
0.600845,14785,5,no_fire
0.620853,14903,5,no_fire
0.542951,15102.5,4,no_fire
0.674177,13984,3,no_fire
0.489113,14564.33333,4.402516,no_fire
0.468736,14995.13333,4.698113,no_fire
0.500885,15299.64286,3.428571,fire
0.652732,14622.57518,4.762799,no_fire
0.505385,14239.30435,5,no_fire
0.508948,14632.25,3.953488,no_fire
0.638942,14553.57456,4.95614,no_fire
0.499729,14619,5,no_fire
0.57405,14341,5,fire
0.626413,14713,3,no_fire
0.686766,14999,5,no_fire
0.43043,14829.53036,4.458065,fire
0.410802,14171.3913,4.336585,no_fire
0.654314,14360,5,no_fire
0.696458,14627.3,5,no_fire
0.602191,15037,5,fire
0.661351,14610,5,no_fire
0.596812,14497,4.534884,no_fire
0.666319,14655,5,no_fire
0.446205,14479,4.478873,no_fire
0.6517,14480,5,no_fire
0.387062,14770.52959,4.655873,fire
0.524472,14513,5,no_fire
0.552297,14831.33149,4.79235,no_fire
0.628627,14122.82353,4.978723,no_fire
0.552624,14406.66667,3,fire
0.724209,14363,5,no_fire
0.472659,15264.76758,4.990924,fire
0.56845,15096.66667,3,fire
0.667743,14624.50451,4.78125,no_fire
0.682157,14497,5,no_fire
0.576694,14526.6056,4.966467,no_fire
0.558816,14980.66667,3.666667,no_fire
0.470058,14550.66667,4.714286,no_fire
0.428322,14359.19231,4.609756,no_fire
0.562972,14651,3,no_fire
0.668152,14629,5,no_fire
0.508101,14543,4.928571,fire
0.584296,14501.66667,4.428571,no_fire
0.486992,14342.39024,5,no_fire
0.657771,14413,5,no_fire
0.575282,14963,5,no_fire
0.675575,15033.5,5,no_fire
0.509763,14835.92308,4.982906,no_fire
0.566181,14328.5,4.809524,no_fire
0.576841,14108,5,no_fire
0.35913,15518.5,6.727273,fire
0.550893,15313,5,fire
0.498477,14425.33333,5,no_fire
0.594928,15306.05263,5,no_fire
0.480503,14196.52174,4.982456,no_fire
0.588788,14574,5,no_fire
0.545298,14668.43068,4.571014,no_fire
0.636929,14240,4,no_fire
0.605022,14452,5,no_fire
0.658705,14546,5,no_fire
0.58624,14355.66667,3,no_fire
0.506653,14424.5,5,no_fire
0.519061,14218,4.748634,no_fire
0.7016,14813.89751,5,no_fire
0.567204,14493.33333,3.666667,no_fire
0.556541,14573,3,no_fire
0.424588,14379,5,no_fire
0.578944,14837.40171,5.382813,fire
0.660798,14348,3,no_fire
0.223415,13925.8,5,no_fire
0.634966,14578,5,no_fire
0.642346,13764.55769,4.94929,no_fire
0.69807,14116.5,5,no_fire
0.578275,14597.5,5,no_fire
0.713802,14704.5,4,no_fire
0.433276,15029.83333,5,no_fire
0.431869,14617.72523,4.486446,no_fire
0.464391,14978.07767,4.825137,no_fire
0.638942,14553.57456,4.95614,no_fire
0.522356,14633.66667,5,no_fire
0.637879,14872.58491,4.830189,no_fire
0.491913,14949.3,5,no_fire
0.491568,14448.5,4.592593,fire
0.468032,14606.5,4.741228,fire
0.63523,14740,3,no_fire
0.709688,14407.5,3,no_fire
0.452272,14623.82573,4.487083,fire
0.527236,15029,5,no_fire
0.673067,14767.66667,5.055556,fire
0.634164,14302,5,no_fire
0.657085,14487,5,no_fire
0.440024,14939.10142,4.936185,fire
0.681851,15144,5,fire
0.369285,14884,5,no_fire
0.551523,15151.27322,4.628415,fire
0.426078,14737.13178,4.721386,no_fire
0.528982,14565,3,fire
0.552902,14409.92105,5,no_fire
0.585933,14323,3,no_fire
0.464395,15054.23326,5.176183,no_fire
0.576841,14108,5,no_fire
0.61695,14754.28409,4.440367,fire
0.481193,13664.95455,4.470732,no_fire
0.631009,14564.07692,4.915094,no_fire
0.502425,14728.63158,5,no_fire
0.650831,14770,5,no_fire
0.60182,14358,3,no_fire
0.592207,15154.8,5,no_fire
0.60229,14217,4,no_fire
0.413545,14642.64602,4.808743,no_fire
0.5523,14750.25877,4.987288,no_fire
0.422313,14562.25393,4.497561,no_fire
0.593705,14062.93333,4.125683,no_fire
0.471562,14542.25756,4.935173,no_fire
0.5545,14213,5,no_fire
0.483698,14180.36066,4.944535,no_fire
0.575488,14511.66667,5,no_fire
0.499848,15075,5,no_fire
0.443288,13730,4.057737,no_fire
0.485337,14364,4.72549,fire
0.664733,15087.83333,5.5,fire
0.507274,14241.18293,4.886957,no_fire
0.602135,14771.5,3,fire
0.603634,14998,5,no_fire
0.477127,14594.55556,4.619048,no_fire
0.586074,14947.39623,4.773585,no_fire
0.480901,14937.70588,5,fire
0.569681,14601.5,5,no_fire
0.683897,14844,5,no_fire
0.482816,15065.75,5,no_fire
0.491077,14831,5,no_fire
0.66514,14392.39844,4.796875,no_fire
0.513121,15266.33333,3.571429,fire
0.469593,14603.62745,4.470968,fire
0.593548,14092,3,no_fire
0.658292,14477,5,no_fire
0.537729,14245,3,no_fire
0.076933,14008.8,5,no_fire
0.626756,14812,3,no_fire
0.529238,14391.62683,4.646341,no_fire
0.460276,15307.80865,4.849918,no_fire
0.528928,14863,5,no_fire
0.542525,14958.25,5,fire
0.563776,14171.33333,4.777778,no_fire
0.645652,14894,5,no_fire
0.695167,14588.75,5,no_fire
0.445512,14502,5,no_fire
0.452171,14680.09497,4.972864,no_fire
0.578655,13747.13044,4.339623,no_fire
0.585481,14526.9,4.2,no_fire
0.632368,14451,5,no_fire
0.637175,14663,5,no_fire
0.574549,14635.92857,5.608108,no_fire
0.462244,14399,4.568627,fire
0.481193,13664.95455,4.470732,no_fire
0.63473,14738.5,3,no_fire
0.624665,14782.71429,3.571429,no_fire
0.625877,14135.90909,5,no_fire
0.488384,14947.83333,4.666667,no_fire
0.579293,14831.53105,4.904876,no_fire
0.486338,14325,5,no_fire
0.509763,14835.92308,4.982906,no_fire
0.621721,14406,5,no_fire
0.709715,14330.4,4.851852,no_fire
0.613,14751.5,3,fire
0.614471,13611,4.921053,no_fire
0.549497,14269.77778,5,fire
